"rank","id","sharedMeaningId","label","definition","POS","japaneseTranslation","canonicalLine","dialogLineId","id","wordId","wordHeadId","wordRootId","wordInstanceId","wordUsageCount","headUsageCount","rootUsageCount","instanceUsageCount","headPick","rootPick","created","modified"
1433,44075,22143,SECURE,to get something with certainty,verb,保証する,He hopes to secure a position at a publishing house.,,69311,44075,2055,415287,331154,0,986,48,34,0,1,2023-05-22 11:51:46.000,2024-05-21 09:58:35.000
1433,14569,6292,SECURE,to make something safe from harm,verb,安全にする,And how do you secure their privacy?,,23439,14569,2055,415286,107386,0,986,18,14,0,1,2023-05-22 11:51:46.000,2024-05-27 13:05:14.000
1434,100644,56520,LEADERSHIP,the quality of guiding or managing well,noun,指導力、統率力,Leadership is motivating others in a group.,,153024,100644,174,409573,304968,0,1459,142,191,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1435,42295,21203,CHAIN,a group of businesses under one ownership,noun,チェーン,The coffee chain is continuing its push to go green.,,66305,42295,1524,29375,265395,0,164,62,58,0,1,2023-05-22 11:51:46.000,2024-06-10 13:09:58.000
1435,66761,34534,CHAIN,series of connected things or people,noun,連鎖,They're at the top of the food chain.,,107236,66761,1524,402675,98102,0,164,71,71,1,1,2023-05-22 11:51:46.000,2024-06-07 12:47:14.000
1436,1087,529,APPEARANCE,how someone or something looks to others,noun,外見,"...and she checked your hands' functionality and appearance,...",,1647,1087,231,400764,273086,0,534,96,119,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1436,35197,17457,APPEARANCE,an act of being seen or heard by the public,noun,登場,Even a giraffe makes an appearance.,,54178,35197,231,400763,29727,0,534,45,36,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:07.000
1437,50958,25336,REFORM,an improvement,noun,改善、改革,And we intend to pass regulatory reform through Congress.,,83363,50958,939,414113,136126,0,173,149,100,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1438,61995,31543,CLOTHING,things worn to cover people's bodies,noun,衣類,"Make sure you choose your clothing wisely, business attire is appropriate.",,100922,61995,6280,33591,191457,0,139,137,173,1,1,2023-05-22 11:51:46.000,2024-04-25 14:40:33.000
1439,45172,22658,PARTICIPANT,a person actively involved in something,noun,参加者,Every participant will receive a gift.,,71448,45172,933,412167,90672,0,137,137,27,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1440,6209,2523,COMMERCIAL,used for selling things,adjective,商業の,So what happens in commercial business?,,10332,6209,3544,403274,54219,0,198,87,114,1,1,2023-05-22 11:51:46.000,2024-06-05 13:20:08.000
1440,6210,2524,COMMERCIAL,a radio or television advertisement,noun,コマーシャル、広告放送,How about making a TV commercial to advertise it?,,10334,6210,3544,403276,99244,0,198,53,25,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1441,57231,28823,LIP,Mouth edge.,noun,唇,I bit my lip.,,93930,57231,1431,409826,315139,0,148,148,56,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1442,29340,14276,PIANO,an instrument with black and white keys,noun,ピアノ,I enjoy playing the piano in my free time.,,45068,29340,983,412535,87481,0,141,129,153,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1443,26454,12712,PREDICT,to say what will happen in the future,verb,予測する,Analysts predict it could double again by 2012.,,40804,26454,1444,413050,56520,0,255,143,118,1,1,2023-05-22 11:51:46.000,2024-04-25 14:44:34.000
1444,70861,36903,TRANSFORM,to completely change something,verb,一変させる,Stories that will transform the way we do business and the way we live.,,113219,70861,1939,417697,95196,0,194,131,73,1,1,2023-05-22 11:51:46.000,2024-05-27 13:05:13.000
1445,11396,4692,ASSET,something a person or company owns,noun,資産,"NFTs are a type of digital asset that has surged in popularity this year,...",,17986,11396,1910,401046,304744,0,140,87,22,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1445,41975,21056,ASSET,a useful person or thing,noun,資産,...who consider international employees to be a valuable asset.,,65584,41975,1910,401047,289922,0,140,52,57,0,1,2023-05-22 11:51:46.000,2024-05-10 14:25:51.000
1446,49746,24775,INCIDENT,an event that is unusual or important,noun,事件,The incident is not linked to terrorism.,,80866,49746,1603,408569,59648,0,136,133,125,1,1,2023-05-22 11:51:46.000,2024-05-02 13:38:28.000
1447,47341,23647,PARTICIPATE,to become involved in an activity,verb,参加する,Students can participate in the painting during their lunch breaks.,,75796,47341,1397,412168,42963,0,197,143,106,1,1,2023-05-22 11:51:46.000,2024-06-03 12:34:23.000
1448,46824,23412,PEN,a writing or drawing object using ink,noun,ペン,He is writing with a pen.,,74820,46824,634,412345,110935,0,146,139,123,1,1,2023-05-22 11:51:46.000,2024-05-17 11:43:14.000
1449,29301,14256,SECRETARY,a person who works in an office,noun,秘書,She's a very good secretary.,,44988,29301,1155,415269,117594,0,157,41,37,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1449,51579,25588,SECRETARY,the head of a government department,noun,長官、秘書,US Defense Secretary Robert Gates.,,84601,51579,1155,415270,312807,0,157,103,118,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1450,71101,37025,INJURY,physical damage done to a person,noun,怪我,She moved in a year ago after a hip injury.,,113602,71101,2430,408785,66764,0,632,140,70,0,0,2023-05-22 11:51:46.000,2024-05-21 10:27:27.000
1451,50340,25034,REFUSE,to not do or accept something,verb,拒絶する,I refuse to sit here any longer.,,82199,50340,1015,414133,41818,0,155,144,60,0,0,2023-05-22 11:51:46.000,2024-05-01 09:33:14.000
1452,41060,20606,TEENAGER,a person between the ages of 13 and 19,noun,"10代の若者",What can a teenager or an adult do to cure pimples?,,63969,41060,1826,417134,157213,0,197,140,81,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1453,12956,5427,LIQUID,in a form that can be poured easily,adjective,液体の,We also have a bunch of liquid goods.,,20846,12956,1726,409831,318297,0,140,65,99,1,1,2023-05-22 11:51:46.000,2024-06-19 17:08:20.000
1453,51953,25762,LIQUID,a fluid substance,noun,液体,"Matter exists in three states: solid, liquid or gas.",,85372,51953,1726,316235,283889,0,140,73,49,0,1,2023-05-22 11:51:46.000,2024-06-14 14:26:55.000
1454,50266,24997,ROYAL,related to a king or queen,adjective,王室の,It's the royal palace.,,82034,50266,1769,414882,7408,0,194,144,184,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1455,35351,17540,MALE,a man or a boy,noun,男,"A flirting man will act like an ""alpha male"".",,54451,35351,1196,410172,293285,0,144,56,22,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1455,13007,5450,MALE,characteristic of boys or men,adjective,男性の,﻿There are many female authors who have written under a male name.,,20958,13007,1196,106954,1305,0,144,75,106,1,1,2023-05-22 11:51:46.000,2024-05-21 10:27:07.000
1456,16491,7144,HILL,a naturally raised area of land,noun,丘,From the hill I can see the tallest trees in the forest.,,26827,16491,1161,408052,123301,0,165,139,92,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:08.000
1457,40732,20418,SHOT,a photograph,noun,写真、場面,I took this shot in front of a wedding dress shop...,,63461,40732,729,160612,138048,0,700,41,27,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1457,81452,43873,SHOT,a chance or attempt to do something,noun,試み,Would you mind taking a shot at the first draft?,,126789,81452,729,160622,145781,0,700,28,34,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:00.000
1457,8794,3457,SHOT,the act of putting into the body with a needle,noun,注射,"The night nurse gave me a shot before I slept, which seemed to do the trick.",,13915,8794,729,160603,175622,0,700,24,17,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:00.000
1457,58756,29659,SHOT,hitting or throwing a ball,noun,ボールを打つ(投げる)事,"This guy took a shot, that guy got a rebound.",,96188,58756,729,428360,332943,0,700,39,37,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:10.000
1458,46378,23183,DEFINE,to show or describe clearly,verb,示す、決定づける,The struggle that is to come will define us all.,,73918,46378,1289,404472,51613,0,283,135,70,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:07.000
1459,26770,12887,CONDUCT,to direct or organize an activity,verb,行う,The bank will conduct a credit check before your loan gets approved.,,41226,26770,30046,403497,139818,0,167,147,67,0,0,2023-05-22 11:51:46.000,2024-07-01 03:11:54.000
1460,30246,14785,BITE,an act of closing the teeth,noun,噛むこと、刺すこと,Now take a big bite.,,46295,30246,1058,401714,284151,0,173,28,24,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1460,44380,33006,BITE,to press or cut with the teeth,verb,刺す、噛む,Mosquitoes bite people and eat their blood.,,69827,44380,1058,401718,142762,0,173,103,73,1,1,2023-05-22 11:51:46.000,2024-07-03 07:35:30.000
1461,29164,14194,CONFIDENCE,feeling of being sure of your abilities,noun,自信,Confidence is key.,,44747,29164,1558,403511,323270,0,171,136,180,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1462,99745,55852,NEARBY,located within a short distance,adjective,すぐ近くの,A nearby structure might have functioned as a dam.,,151646,99745,713,411090,124322,0,1522,133,171,0,1,2023-05-22 11:51:46.000,2024-05-08 14:34:40.000
1463,44615,22400,ENABLE,to give the ability to do something,verb,可能にする,They enable students to communicate with people in other countries easily.,,70294,44615,1942,405669,69954,0,133,130,68,1,1,2023-05-22 11:51:46.000,2024-06-27 13:44:34.000
1464,49423,24610,GRANDMOTHER,the mother of a person''s parent,noun,祖母、おばあちゃん,My grandmother is the oldest person in my family.,,80160,49423,48955,407485,126459,0,272,133,158,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1465,29309,14259,COACH,a person who trains someone,noun,指導員,The coach teaches the boy.,,45002,29309,891,403100,107572,0,181,138,151,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1466,68357,35489,LOAD,a large amount of something,noun,いっぱい、大量,A load of packages is being delivered to the neighborhood.,,109379,68357,2238,103608,214171,0,186,42,11,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1466,22056,10311,LOAD,to put an amount in something,verb,荷積みする,Load the boat slowly.,,34803,22056,2238,409886,99561,0,186,64,23,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1466,41651,20896,LOAD,thing that is carried,noun,荷,...hoping he'll walk in next time with a lighter load.,,64966,41651,2238,409887,295404,0,186,37,39,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:08.000
1467,33345,16500,FAILURE,a lack of success,noun,失敗,My biggest failure came with Forest Products.,,50957,33345,1349,406285,45650,0,175,133,169,1,1,2023-05-22 11:51:46.000,2024-07-02 03:09:27.000
1468,49872,24823,LEGAL,relating to the law,adjective,法律上の,Very pleased to meet you. I'm Victor Tang and this is my legal adviser Sue Peney.,,81185,49872,810,409635,55370,0,383,131,167,0,1,2023-05-22 11:51:46.000,2024-07-08 09:12:23.000
1469,41737,20936,PRIMARY,most important,adjective,第一の、主な,Our primary concern is...,,65124,41737,1405,413177,287941,0,210,92,111,1,1,2023-05-22 11:51:46.000,2024-04-29 14:45:52.000
1469,60738,30814,PRIMARY,an election where nominees are chosen,noun,予備選挙,"A primary is like a regular election, where citizens cast ballots at a voting center.",,99170,60738,1405,137356,49623,0,210,49,33,0,1,2023-05-22 11:51:46.000,2023-05-22 11:53:57.000
1470,44265,22249,MOUNT,a title for a specific mountain,noun,山,How about putting in your resume that you have climbed up Mount Everest?,,69632,44265,2567,410874,311253,0,191,139,116,1,1,2023-05-22 11:51:46.000,2024-04-25 14:43:07.000
1471,15960,6937,VISION,the ability to plan for the future,noun,視界、展望,Do you have a vision for where to take this company?,,25753,15960,1292,418524,70361,0,161,99,151,1,1,2023-05-22 11:51:46.000,2024-07-08 01:49:13.000
1471,47781,23837,VISION,the ability to see things with your eyes,noun,視力,...the person's vision might be affected...,,76664,47781,36314,418522,117548,0,33,33,38,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1472,18060,7896,RESPONSIBLE,able to be trusted to do something right,adjective,責任のある,I am responsible for B2B sales in Europe and the Middle East.,,29435,18060,1353,414493,89932,0,549,70,105,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1472,50877,25290,RESPONSIBLE,being the cause of something,adjective,原因がある、責任のある,So it's not the workers who are responsible?,,83193,50877,1353,414492,321556,0,549,66,80,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1473,57556,29001,INTELLIGENCE,"the ability to learn, understand, and solve problems",noun,知性,"A hallmark feature of human intelligence is its adaptability,...",,94411,57556,1373,408911,45425,0,156,88,116,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1473,46556,23276,INTELLIGENCE,an organization that gathers information,noun,情報機関,He assumes the Directorship of the Central Intelligence Agency next week.,,74337,46556,1373,93420,97282,0,156,51,56,0,1,2023-05-22 11:51:46.000,2023-05-22 11:53:51.000
1474,47575,23758,COMMENT,a statement about something,noun,注釈,Leave a comment below if you have any other ideas.,,76251,47575,1351,403267,325061,0,191,140,54,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1475,47395,23678,ADOPT,to follow a new style or practice,verb,導入する,"...adopt their tools,...",,75918,47395,1450,400274,295884,0,194,86,46,1,1,2023-05-22 11:51:46.000,2024-07-08 07:37:58.000
1475,70045,36443,ADOPT,to legally take another person's child ,verb,養子にする,The childless couple adopt the young boy and name him Clark Kent.,,111998,70045,1450,400275,126274,0,194,49,16,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1476,49627,24715,VOTER,a person who makes choices in an election,noun,投票者,A big concern for the Obama campaign is the independent voter.,,80619,49627,913,418584,322315,0,682,142,10,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1477,42698,21400,OVERALL,including everything,adjective,全体の,"Well, I need to develop overall management skills.",,66999,42698,1584,411898,39754,0,156,123,179,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1478,44729,22453,SHOCK,"to greatly surprise, scare, or anger",verb,衝撃を与える,This may shock you.,,70523,44729,1773,415583,7046,0,147,96,1,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1478,15353,6664,SHOCK,feeling of surprise,noun,衝撃,﻿I'm in shock.,,24710,15353,1773,415578,82521,0,147,39,52,0,1,2023-05-22 11:51:46.000,2024-06-25 08:54:59.000
1479,16270,7070,TRANSFER,to move from one place to another,verb,移動させる,"In effect, the capital owners would transfer money to the workers...",,26354,16270,1986,417695,52772,0,143,94,60,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1479,82356,44438,TRANSFER,an act of someone or something moving to another place or condition,noun,移動,Due to the transfer of our expertise in Japan.,,127938,82356,1986,417692,75650,0,143,38,43,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1480,36576,18141,OPPOSITE,being totally different from,adjective,反対の,"You know, how about doing it the opposite way?",,56529,36576,535,411701,134304,0,165,30,35,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1480,36577,18142,OPPOSITE,different or contrary to something else,noun,反対,First meaning: the opposite.,,56536,36577,535,411698,93360,0,165,101,139,1,1,2023-05-22 11:51:46.000,2024-07-03 14:17:39.000
1481,68267,35430,SHELTER,a protected place for people or animals,noun,シェルター、住まい,"It's as crucial as food, water, shelter and medicine.",,109251,68267,2222,419454,102116,0,150,127,112,1,1,2023-05-22 11:51:46.000,2024-06-26 13:15:38.000
1482,47118,23557,DISAPPEAR,to stop existing,verb,消滅する,The animals feared the moon would soon disappear.,,75354,47118,1226,404856,321786,0,222,140,60,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1483,5520,2292,BORROW,to get something that you will return,verb,借りる,"Can I borrow your pen, please?",,9419,5520,1007,401914,21651,0,138,121,101,1,1,2023-05-22 11:51:46.000,2024-05-07 14:49:42.000
1484,47383,23670,DEMOCRATIC,relating to one of political parties in the US,adjective,民主党の,Obama's reelection committee and its Democratic allies pulled in more than 90 million dollars.,,75886,47383,29617,266921,101752,0,224,79,86,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:06.000
1484,48597,24213,DEMOCRATIC,a principle of government or an organization,adjective,民主主義の,...the leaders of the communist North and democratic South...,,78417,48597,29617,404547,75837,0,224,62,66,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:07.000
1485,45083,22619,RENT,to pay money to use something,verb,(家・車などを）賃借りする,What kind of car would you like to rent?,,71244,45083,1824,414322,42096,0,164,93,99,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1485,13153,5523,RENT,payment for the use of a property,noun,家賃、賃貸料,"My living expenses include rent, food and transportation.",,21229,13153,1824,414319,305065,0,164,39,39,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1486,73800,38649,LABOR,physically challenging work,noun,労働,"You are quite unused to physical labor, no?",,117211,73800,9137,409412,66090,0,170,45,52,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:08.000
1486,47083,23542,LABOR,all of the workers in a company or country,noun,労働者、生産活動,And you have a powerful supplier of labor too.,,75283,47083,9137,409413,72559,0,170,86,106,1,1,2023-05-22 11:51:46.000,2024-06-28 12:31:43.000
1487,29290,14249,NURSE,someone caring for people in a hospital,noun,看護師,The nurse works at the hospital.,,44972,29290,1116,411413,98448,0,155,129,110,1,1,2023-05-22 11:51:46.000,2024-05-20 12:33:52.000
1488,37021,18379,TRANSPORTATION,a way of traveling,noun,交通機関,Most people use public transportation to get around the city.,,57264,37021,2201,417729,72587,0,294,135,154,1,1,2023-05-22 11:51:46.000,2024-06-24 13:43:58.000
1489,47650,23787,SHOULDER,a body part connecting your arm and neck,noun,肩,"Today, you are here to have an MRI of your shoulder.",,76421,47650,866,415623,144852,0,151,137,73,0,0,2023-05-22 11:51:46.000,2024-05-07 14:56:17.000
1490,69517,36150,UPDATE,a bit of new information,noun,更新,The blog features an update nearly every day...,,111234,69517,3318,419924,91604,0,172,78,52,1,1,2023-05-22 11:51:46.000,2024-04-26 08:03:14.000
1490,44759,22463,UPDATE,to change to something recent,verb,更新する,And what will happen is that the map will automatically update...,,70590,44759,3318,418229,99089,0,172,59,25,0,1,2023-05-22 11:51:46.000,2024-04-26 14:54:56.000
1491,97181,54080,WHEEL,a round object that moves by turning,noun,車輪,The battery and the wheel are inventions.,,148032,97181,1039,418824,150711,0,162,140,91,0,0,2023-05-22 11:51:46.000,2024-05-02 09:09:20.000
1492,66361,34290,NORMALLY,in the usual or ordinary way,adverb,通常は,"Normally, we think of using water to put out a fire.",,106699,66361,1293,411298,42021,0,477,131,170,0,1,2023-05-22 11:51:46.000,2024-06-04 13:15:41.000
1493,30657,15010,DISCOUNT,a lower price,noun,割引,...so I got a 20% discount.,,46864,30657,3189,404895,331295,0,149,138,136,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1494,11850,4942,DIET,consumption of food and drink,noun,食物、食生活,...so I decided to change our diet.,,18669,11850,1922,404762,77055,0,199,123,167,1,1,2023-05-22 11:51:46.000,2024-06-27 19:48:43.000
1495,48984,24406,REFLECT,to show or represent something,verb,反映する,I think it should reflect the company's values.,,79288,48984,876,414100,130338,0,193,93,49,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1495,39871,19944,REFLECT,to think carefully or deeply,verb,考慮する,Take the time to reflect on your thoughts and find middle ground.,,62057,39871,876,414101,88552,0,193,36,40,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
1496,11956,4989,PRINT,to use a machine that presses ink,verb,印刷する,Photocopiers print in two dimensions.,,18828,11956,1138,413211,332203,0,258,126,68,0,1,2023-05-22 11:51:46.000,2024-05-17 07:56:32.000
1497,47131,23562,RELIGIOUS,having or showing belief in a god,adjective,宗教的な,Oh. Are you religious?,,75379,47131,811,414262,49876,0,162,130,158,1,1,2023-05-22 11:51:46.000,2024-05-02 07:15:05.000
1498,46148,23064,PROCEDURE,a medical operation,noun,手術,Removing a tooth is a difficult dental procedure.,,73428,46148,2145,413266,308826,0,219,52,69,0,1,2023-05-22 11:51:46.000,2024-05-27 13:05:17.000
1498,46441,23214,PROCEDURE,the usual way that something is done,noun,手続き,This is the standard procedure.,,74050,46441,2145,413265,94949,0,219,82,34,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1499,41989,21061,SOLAR,relating to the sun or its heat,adjective,太陽の,Many people already utilize the Sun's solar energy.,,65612,41989,2165,416062,72778,0,162,136,177,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1500,21553,9981,CLICK,to press a button on a computer mouse or a device,verb,押す,Click the mouse.,,34186,21553,2859,261658,96489,0,191,134,158,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:06.000
1501,61187,31075,SALARY,the money received as payment for work,noun,給料,You have your head in the clouds if you're thinking of a salary raise.,,99761,61187,2041,414998,159293,0,136,132,136,1,1,2023-05-22 11:51:46.000,2024-06-18 05:15:11.000
1502,41847,20993,MAYOR,city leader,noun,市長,A crowd of people is cheering for the new mayor of the city.,,65336,41847,2054,108980,80686,0,137,135,139,1,1,2023-05-22 11:51:46.000,2024-06-11 13:42:06.000
1503,49583,24689,TYPICALLY,usually or normally,adverb,一般的に、典型的に,"In many European cultures, names are typically chosen by parents.",,80514,49583,1536,417962,98735,0,242,127,169,1,1,2023-05-22 11:51:46.000,2024-06-03 12:34:32.000
1504,49224,24523,DISTRICT,"division of a city, state, or country",noun,郡、地区,You could go down to the theatre district on Broadway.,,79719,49224,1310,405036,138692,0,133,124,126,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1505,82518,44549,UNUSUAL,not normal or common,adjective,普通でない,"Because this hotel is so unusual, it has become very popular.",,128156,82518,1013,418211,307642,0,1172,132,172,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1506,49441,24615,REJECT,to refuse to take or believe something,verb,拒絶する,And we are prepared to reject that offer.,,80194,49441,1623,414202,63046,0,163,135,39,0,0,2023-05-22 11:51:46.000,2024-05-29 12:35:56.000
1507,16450,7132,AIM,to intend to achieve something,verb,意図する、目指す,Advertisements also aim to change the way people feel about the product.,,26741,16450,1581,400416,122140,0,218,132,61,1,1,2023-05-22 11:51:46.000,2024-06-10 06:23:38.000
1508,236203,188436,HISTORIC,having great and lasting importance,adjective,歴史上有名な,It's very historic.,,292071,236203,199,408078,68016,0,1166,129,153,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1509,49652,24726,EDGE,the outer part of something,noun,端,"Hold it by the edge because it's very, very hot.",,80669,49652,860,405471,135876,0,161,134,139,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1510,101045,56821,ALTERNATIVE,different from something and can be used or done instead,adjective,代わりの、別の,"Then, may I suggest an alternative proposal.",,153589,101045,1640,400538,13047,0,134,56,88,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1510,99020,55338,ALTERNATIVE,a choice between two or more possibilities,noun,代替案,What are my alternatives?,,150689,99020,1640,400539,53655,0,134,68,41,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1511,46017,23005,DOUBT,a feeling of being unsure,noun,疑い,"If you're in doubt, ask for clarification.",,73177,46017,1571,405178,291594,0,170,86,106,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:07.000
1511,15592,6762,DOUBT,to not believe,verb,疑う,"From now on, don't doubt the prince.",,25159,15592,1571,405179,148228,0,170,49,43,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1512,42300,21205,FEE,an amount of money that must be paid,noun,料金,Is there a subscription fee?,,66315,42300,1531,406457,130505,0,131,126,76,0,0,2023-05-22 11:51:46.000,2024-05-07 14:50:28.000
1513,39053,19500,SPELL,to say or write the letters of a word,verb,言う、つづる,"Could you spell your name for me, please?",,60701,39053,1201,416268,292743,0,212,130,116,1,1,2023-05-22 11:51:46.000,2024-07-07 18:30:44.000
1514,12048,5015,FOUND,to establish something,verb,創立する,...forced Jobs from the company he helped found.,,19026,12048,26,406999,299575,0,3860,125,2,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1515,22338,10488,ASSOCIATE,to be related to something,verb,関連づける、連想する,"We all associate banking with banks, of course, so let's start there.",,35142,22338,1345,401066,158371,0,300,135,31,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1516,47960,23917,TITLE,the name given to something,noun,題名、件名,"The title of the song is ""Missing You.""",,77014,47960,1068,417500,130306,0,173,84,78,1,1,2023-05-22 11:51:46.000,2024-05-31 13:36:34.000
1516,40607,20345,TITLE,what you get if you win a sport or contest,noun,選手権、タイトル,And that's for the Women's World Cup title.,,63236,40607,1068,419762,313373,0,173,46,45,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:10.000
1517,40904,20529,MAJORITY,the greater quantity or share,noun,大多数、過半数,Women are the majority of this nation.,,63714,40904,920,410154,69850,0,146,128,167,1,1,2023-05-22 11:51:46.000,2024-06-10 13:09:54.000
1518,98255,54836,ADVANTAGE,benefit coming from some event or action,noun,有利な点,Being tall and strong is an obvious advantage for a goalkeeper.,,149662,98255,1325,2928,42326,0,152,129,116,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1519,47193,23591,BELIEF,a strong feeling that something is true,noun,信念,A belief that there are better days ahead.,,75492,47193,1359,401586,73141,0,132,73,94,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:07.000
1519,49323,24563,BELIEF,trust in an idea or set of ideas,noun,信念,The thread that runs through the stories is the belief...,,79951,49323,1359,401587,49113,0,132,57,25,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1520,32695,16118,IMPORTANCE,significance,noun,重要性,The Importance of Communication.,,50022,32695,1428,408495,59839,0,125,125,166,1,1,2023-05-22 11:51:46.000,2024-06-28 12:31:40.000
1521,45147,22644,UNCLE,the brother of one's mother or father,noun,叔父、伯父,My uncle is my dad's brother.,,71403,45147,398,418003,117044,0,128,128,149,1,1,2023-05-22 11:51:46.000,2024-05-27 01:13:02.000
1522,39560,19763,LOUD,making a lot of noise,adjective,うるさい,The music is too loud.,,61544,39560,530,410011,89269,0,208,134,166,1,1,2023-05-22 11:51:46.000,2024-06-19 16:59:30.000
1523,31241,15345,POLLUTION,"damage caused to water, air or land",noun,汚染,Today we'll learn about water pollution.,,47772,31241,5646,412846,65526,0,179,122,167,1,1,2023-05-22 11:51:46.000,2024-07-07 23:05:50.000
1524,10371,4206,DISCOVERY,thing found or known for the first time,noun,発見,The discovery of the iceman surprised the world.,,16289,10371,848,404905,60310,0,597,126,119,0,1,2023-05-22 11:51:46.000,2024-05-20 12:28:37.000
1525,40736,20420,ALBUM,a collection of songs,noun,曲を集めたレコードやCD,"We'll discuss the music industry, Mr. Taylor's early career and his latest album.",,63471,40736,1947,400449,135937,0,141,127,144,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1526,48927,24378,MAKER,person or object that creates a thing,noun,製造元,"One year later, Microsoft became and stayed the largest PC software maker.",,79162,48927,5,410165,94713,0,9486,120,93,0,1,2023-05-22 11:51:46.000,2024-07-08 10:31:46.000
1527,20907,9600,CORPORATION,a large company or business organization,noun,大企業,"And as the corporation has grown in size and power,...",,33325,20907,1430,403860,56694,0,229,126,99,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
1528,57041,28714,GRASS,plants that have narrow green leaves,noun,草,The boy cuts the grass in the yard.,,93651,57041,1182,407506,302721,0,141,131,148,1,1,2023-05-22 11:51:46.000,2024-04-26 14:55:02.000
1529,49805,24799,FLAG,cloth that symbolizes a nation or group,noun,旗,The Olympic flag has six colors on it.,,81023,49805,1861,68239,49562,0,141,134,122,1,1,2023-05-22 11:51:46.000,2023-05-22 11:53:49.000
