rank,id,label,canonicalLine,LabelMismatch,definition,IsBaseForm,BaseFormReason,CommonDefMismatch,CommonDefinition,CommonDefMismatchReason,DefMismatch,DefMismatchReason,japaneseTranslation,TranslationMismatchReason,TranslationMismatch,POS,POSMismatch,POSMismatchReason,POSTranslationMismatch,POSTranslationMismatchReason,Error
1076,52091,FUEL,Visually check that there is fuel in the tank.,0,a substance that provides heat or power,1,1,0,,,0,,燃料,,0,noun,0,,1.0,"The Japanese word '燃料' (pronounced 'nenryou') is a noun, meaning ""fuel."" It is not used in any other grammatical form, such as a verb or adjective.",
1077,39808,BROWN,"In fall, things turn brown.",0,a color similar to the color of wood,1,1,0,,,0,,茶色,,0,adjective,0,,1.0,"The Japanese word ""茶色"" (chairo) means ""brown"" and is a noun. It is not an adjective in its base form. To use it as an adjective, you would typically modify it to ""茶色い"" (chairoi), which is an i-adjective meaning ""brown"" in the sense of describing something as brown-colored.",
1078,49682,OCCUR,It can occur later in life as well.,0,to happen or take place,1,1,0,,,0,,生じる、起こる,,0,verb,0,,1.0,"Both '生じる' (shoujiru) and '起こる' (okoru) are in the grammatical form of verbs in Japanese. '生じる' means ""to occur"" or ""to arise,"" and '起こる' means ""to happen"" or ""to occur."" Both are used to describe actions or events, which is characteristic of verbs.",
1079,76844,EAR,I whisper into his ear.,0,a body part used for hearing,1,1,0,,,0,,耳,,0,noun,0,,1.0,"The Japanese word ""耳"" (mimi) is a noun, meaning ""ear."" It is not used in other grammatical forms such as verbs or adjectives. Therefore, in the context of your question, ""耳"" is indeed in the grammatical form of a noun.",
1080,72364,BOTTLE,﻿I'd like to buy this bottle of wine.,0,a container for keeping liquids in,1,1,0,,,0,,瓶,,0,noun,0,,1.0,"The Japanese word '瓶' (pronounced as ""bin"") is primarily used as a noun, meaning ""bottle"" or ""jar."" It does not have other grammatical forms like verbs or adjectives. Therefore, in the context of your question, '瓶' is indeed in the grammatical form of a noun.",
1081,2345,PACK,They're easy to pack when traveling.,0,to put in a container,1,1,0,,,0,,詰め込む,,0,verb,0,,1.0,"The Japanese word '詰め込む' (tsumekomu) is in the grammatical form of a verb. It is a compound verb that means ""to cram"" or ""to stuff.""",
1081,9388,PACK,Throngs of people pack New York Times Square for a traditional New Year's celebration.,0,to fill a place with people or things,1,1,0,,,0,,密集する,,0,verb,0,,1.0,"The Japanese word ""密集する"" (misshū suru) is indeed in the grammatical form of a verb. The word ""密集"" (misshū) means ""dense"" or ""crowded,"" and when combined with ""する"" (suru), which is a verb meaning ""to do,"" it forms a verb meaning ""to be crowded"" or ""to gather densely.""",
1082,23367,PROMOTE,...to promote our services.,0,to advertise something,1,1,0,,,0,,"宣伝する, 販売促進する",,0,verb,0,,1.0,"Both of the Japanese words you listed are in the grammatical form of verbs.

1. 宣伝する (senden suru) - This is a verb meaning ""to advertise"" or ""to publicize.""
2. 販売促進する (hanbai sokushin suru) - This is also a verb, meaning ""to promote sales"" or ""to engage in sales promotion.""

Both words use the verb form ""する"" (suru), which is a common way to turn nouns into verbs in Japanese.",
1082,35185,PROMOTE,"Well, I think the city should promote local business startups.",0,to encourage to happen or develop,1,1,0,,,0,,促進する,,0,verb,0,,1.0,"The Japanese word ""促進する"" (sokushin suru) is indeed in the grammatical form of a verb. The base word ""促進"" (sokushin) is a noun meaning ""promotion"" or ""acceleration,"" and the addition of ""する"" (suru) turns it into a verb meaning ""to promote"" or ""to accelerate.""",
1083,50640,VERB,"The verb ""classify"" comes from the noun ""class"",...",0,a word that shows an action or state,0,"No, 'VERB' is not a base form. It is a part of speech category used to describe words that express actions, occurrences, or states of being.",0,,,0,,動詞,,0,noun,0,,,,
1084,45273,FOREVER,I want people to remember this forever.,0,always,1,1,0,,,0,,永遠に、一生,,0,adverb,0,,1.0,"Both ""永遠に"" (eien ni) and ""一生"" (isshou) can function as adverbs in Japanese, but they are not limited to this grammatical form.

1. **永遠に (eien ni)**: This phrase means ""eternally"" or ""forever"" and is commonly used as an adverb to describe an action that continues indefinitely. For example, ""彼を永遠に愛します"" (Kare o eien ni aishimasu) means ""I will love him forever.""

2. **一生 (isshou)**: This word means ""a lifetime"" or ""for life."" It can be used adverbially to indicate something done for one's entire life, such as in ""一生懸命"" (isshoukenmei), meaning ""with all one's might"" or ""very hard."" However, ""一生"" can also function as a noun, referring to the span of one's life.

In summary, both words can be used as adverbs, but ""一生"" can also serve as a noun depending on the context.",
1085,74386,LUCKY,"So, you know, I'm very lucky to come from a very diverse city.",0,experiencing good things,1,1,0,,,0,,幸運な,,0,adjective,0,,1.0,"The Japanese word ""幸運な"" (kōun na) is in the grammatical form of an adjective. Specifically, it is a na-adjective (形容動詞, keiyō dōshi) in Japanese. Na-adjectives are typically followed by ""な"" when they directly modify a noun. For example, ""幸運な人"" means ""lucky person.""",
1086,43690,TROUBLE,I'm having trouble with my computer.,0,problems or difficulties,1,1,0,,,0,,問題,,0,noun,0,,1.0,"The Japanese word ""問題"" (mondai) is primarily used as a noun, meaning ""problem,"" ""question,"" or ""issue."" It does not typically appear in other grammatical forms such as verbs or adjectives. Therefore, ""問題"" is indeed in the grammatical form of a noun.",
1087,44422,PARTICULARLY,Our mobile business had a particularly strong quarter.,0,especially,0,"No, the word 'PARTICULARLY' is not a base form. It is an adverb derived from the adjective 'particular'.",0,,,0,,特に,,0,adverb,0,,1.0,"The Japanese word '特に' (toku ni) is indeed an adverb. It is used to mean ""especially"" or ""particularly."" In the context of your question, '特に' is in the grammatical form of an adverb.",
1088,12300,SPECIFIC,Do you prefer a specific type of work environment?,0,clear and detailed,1,1,0,,,0,, 特定の、明確な,,0,adjective,0,,1.0,"Both of the Japanese words you listed, ""特定の"" and ""明確な,"" are in the grammatical form of adjectives.

- ""特定の"" (tokutei no) is an adjectival noun (also known as a ""na-adjective"" or ""形容動詞"" in Japanese), which means it functions as an adjective when followed by ""の"" to modify a noun.
- ""明確な"" (meikaku na) is a na-adjective, which directly modifies nouns when followed by ""な.""

So, both are used in the context of adjectives in Japanese.",
1089,41635,GLAD,I'm glad you like it.,0,happy,1,1,0,,,0,,嬉しい,,0,adjective,0,,1.0,"The Japanese word '嬉しい' (ureshii) is indeed in the grammatical form of an adjective. Specifically, it is an i-adjective, which is a common type of adjective in Japanese used to describe feelings, states, or characteristics.",
1090,46246,BALANCE,They say this enables them to balance vacations with their work duties.,0,to make things equal,1,1,0,,,0,,バランスを取る,,0,verb,0,,1.0,"The Japanese phrase 'バランスを取る' (baransu o toru) is in the grammatical form of a verb. It means ""to take balance"" or ""to balance."" The phrase combines the noun 'バランス' (balance) with the verb '取る' (to take), forming a verb phrase.",
1090,46252,BALANCE,...one finds a fine balance of music and poetry.,0,the right amount or in harmony,1,1,0,,,0,,均衡,"No. The word '均衡' (kinkō) typically refers to a state of equilibrium or balance in a more quantitative or physical sense, such as economic balance or balance of power. In the context of ""a fine balance of music and poetry,"" a word like '調和' (chōwa), which conveys harmony or a harmonious balance, would be more appropriate.",1,noun,0,,1.0,"The Japanese word ""均衡"" (きんこう) is indeed a noun. It means ""balance"" or ""equilibrium."" In Japanese, it is used to describe a state of balance or stability, often in contexts like economics, physics, or general situations where balance is involved. It is not used as a verb, adjective, or adverb, so it is exclusively in the grammatical form of a noun.",
1091,12181,CREATIVE,"But today, chefs, they're getting more creative.",0,capable of making something new,1,1,0,,,0,,創造的な,,0,adjective,0,,1.0,"The Japanese word '創造的な' (sōzō-teki na) is indeed in the grammatical form of an adjective. In Japanese, adjectives can be categorized into two main types: い-adjectives (i-adjectives) and な-adjectives (na-adjectives). '創造的な' is a な-adjective, which is used to describe nouns. The 'な' is used when the adjective directly modifies a noun, similar to how 'creative' would be used in English.",
1092,39290,BORE,Something about that glory just always seemed to bore me.,0,uninterested,1,1,0,,,0,,退屈させる,,0,verb,0,,1.0,"The Japanese word ""退屈させる"" (taikutsu saseru) is in the grammatical form of a verb. It means ""to bore"" or ""to make someone bored."" The verb ""させる"" (saseru) is a causative form, indicating that someone is causing another person to feel bored.",
1093,2752,INVENT,My dream is to invent a time machine.,0,to create something new,1,1,0,,,0,,考え出す、発明する,,0,verb,0,,1.0,"Both of the Japanese words you listed, 考え出す (kangaedasu) and 発明する (hatsumei suru), are in the grammatical form of verbs.

- 考え出す (kangaedasu) is a verb that means ""to think up"" or ""to devise.""
- 発明する (hatsumei suru) is a verb that means ""to invent.""

Both words are in their dictionary form, which is the base form of a verb in Japanese.",
1094,47593,MOUSE,The mouse likes cheese.,0,a small animal with fur and a long tail,1,1,0,,,0,,ねずみ,,0,noun,0,,1.0,"The Japanese word ""ねずみ"" (nezumi) is primarily used as a noun, meaning ""mouse"" or ""rat."" It is not typically used in other grammatical forms.",
1095,55499,CORRECT,"Yes, that's correct.",0,used to show agreement or affirmation,1,1,0,,,0,,正しい,,0,interjection,0,,1.0,"The Japanese word ""正しい"" (tadashii) is an adjective meaning ""correct"" or ""right."" It is not used as an interjection. An interjection is a word or phrase that expresses a sudden emotion or reaction, like ""oh!"" or ""wow!"" in English. ""正しい"" is used to describe nouns and is not used in the grammatical form of an interjection.",
1096,16290,ZERO,"When you fail a course, it will be counted as ""zero.""",0,the number or value 0,1,1,0,,,0,,零,,0,noun,0,,1.0,"The Japanese word ""零"" (rei) is primarily used as a noun, meaning ""zero."" In most contexts, it functions as a noun, especially when referring to the number zero. However, like many kanji, its usage can vary depending on the context and the words it is combined with. In general, though, ""零"" itself is considered a noun.",
1097,12035,EARN,"""To win the war, secure the peace, and earn the respect of the world.""",0,to get something you deserve,1,1,0,,,0,,稼ぐ、得る,,0,verb,0,,1.0,"Both of the Japanese words you listed, '稼ぐ' (kasegu) and '得る' (eru), are in the grammatical form of verbs. '稼ぐ' means ""to earn"" or ""to make money,"" and '得る' means ""to obtain"" or ""to gain.""",
1097,10108,EARN,"No! If you want to eat more, you'll have to earn more money.",0,to receive income for work done,1,1,0,,,0,,稼ぐ,,0,verb,0,,1.0,"The Japanese word '稼ぐ' (kasegu) is indeed in the grammatical form of a verb. It means ""to earn"" or ""to make money."" In its base form, it is a verb and is used as such in sentences.",
1098,46215,FUNNY,He's funny!,0,causing laughter,1,1,0,,,0,,面白い、おかしい,,0,adjective,0,,1.0,"Both of the Japanese words you listed, 面白い (omoshiroi) and おかしい (okashii), are in the grammatical form of adjectives. Specifically, they are both i-adjectives, which are adjectives that end with the syllable ""い"" (i) in their dictionary form. These adjectives can be used to describe nouns directly and can also be conjugated to express different tenses and forms.",
1099,16573,BEAT,"If you can't beat them, join them!",0,to defeat or be better,1,1,0,,,0,,打ち負かす,"No. The word '打ち負かす' means 'to defeat' or 'to beat' in the sense of winning against someone in a competition or conflict. In the context of the phrase 'If you can't beat them, join them!', 'beat' is used more figuratively to mean overcoming or outdoing someone, not necessarily in a competitive sense. A more appropriate translation for this context might be '勝つ' (katsu) or using a phrase that captures the idiomatic meaning, such as '敵に回すより味方にした方が良い'.",1,verb,0,,1.0,"The Japanese word ""打ち負かす"" (uchimakasu) is indeed in the grammatical form of a verb. It means ""to defeat"" or ""to beat"" in English. If you have any other words you'd like to check, feel free to list them!",
1099,50922,BEAT,Get more money or I'll beat you.,0,to hit repeatedly with great force,1,1,0,,,0,,続けざまに打つ,"No. The phrase '続けざまに打つ' translates to 'hit repeatedly' or 'strike in succession,' which does not convey the threatening or violent connotation of 'beat' in the context of 'I'll beat you.' A more appropriate translation for 'beat' in this context would be '殴る' (naguru) or 'ぶん殴る' (bun-naguru), which means 'to hit' or 'to punch.'",1,verb,0,,1.0,"The phrase ""続けざまに打つ"" consists of both a verb and other grammatical elements. Let's break it down:

1. **続けざまに (つづけざまに)** - This is an adverbial phrase meaning ""in succession"" or ""continuously."" It modifies the verb that follows it.

2. **打つ (うつ)** - This is a verb meaning ""to hit"" or ""to strike.""

In this phrase, ""打つ"" is the verb, while ""続けざまに"" is an adverbial phrase modifying the verb. Therefore, ""続けざまに"" is not in the grammatical form of a verb.",
1100,46558,DIRECTOR,Why don't we bring it up with the regional director?,0,a person who manages an organization,1,1,0,,,0,,所長、 取締役,,0,noun,0,,1.0,"Both of the Japanese words you listed, 所長 (shochou) and 取締役 (torishimariyaku), are indeed nouns.

- 所長 (shochou) means ""director"" or ""head of an office.""
- 取締役 (torishimariyaku) means ""director"" or ""executive director"" in a corporate context.

These words are used to denote positions or titles and function as nouns in sentences.",
1100,46562,DIRECTOR,He is a director who made some of the world's most exciting films.,0,a person who leads actors or musicians,1,1,0,,,0,,監督,,0,noun,0,,1.0,"The Japanese word ""監督"" (kantoku) is primarily used as a noun, meaning ""director,"" ""supervisor,"" or ""manager."" It is not typically used in other grammatical forms like verbs or adjectives. Therefore, in the context of your question, ""監督"" is indeed in the grammatical form of a noun.",
1101,101930,OFFICER,Being an NYPD officer is more than a job.,0,a policeman,1,1,0,,,0,,警官,,0,noun,0,,1.0,"The Japanese word '警官' (keikan) is a noun, meaning ""police officer."" It is not in any other grammatical form.",
1101,53413,OFFICER,I didn't hear an officer on deck.,0,a high-ranking person in the military,1,1,0,,,0,,将校,,0,noun,0,,1.0,"The Japanese word '将校' (shōkō) is a noun. It refers to a commissioned officer in the military. If you have any other words you'd like to verify or need further assistance, feel free to ask!",
1102,47089,AGENCY,The employment agency said you have a temporary vacancy.,0,an organization that offers a service,1,1,0,,,0,,機関、代理店,,0,noun,0,,1.0,"Both of the Japanese words listed, '機関' (kikan) and '代理店' (dairiten), are in the grammatical form of nouns. 

- '機関' typically means ""organization,"" ""institution,"" or ""engine,"" depending on the context.
- '代理店' means ""agency"" or ""agent.""

Both words function as nouns in sentences.",
1103,40198,VOLUNTEER,She's being a volunteer.,0,a person who works without pay,1,1,0,,,0,,奉仕活動、無償奉仕,"No. The words '奉仕活動' (hōshi katsudō) and '無償奉仕' (mushō hōshi) refer to volunteer activities or acts of service, but they do not directly translate to 'volunteer' as a noun referring to a person. A more appropriate translation for 'volunteer' as a person would be 'ボランティア' (borantia) or '志願者' (shigansha).",1,noun,0,,1.0,"Both ""奉仕活動"" (hōshi katsudō) and ""無償奉仕"" (mushō hōshi) are in the grammatical form of nouns.

- ""奉仕活動"" translates to ""volunteer activity"" or ""service activity,"" and it functions as a noun.
- ""無償奉仕"" translates to ""unpaid service"" or ""volunteer service,"" and it also functions as a noun.

Both terms are used to describe concepts or activities and are treated as nouns in Japanese.",
1103,32007,VOLUNTEER,Can someone volunteer to take minutes today?,0,to offer or do something for free,1,1,0,,,0,,自発的に申し出る,,0,verb,0,,,,
1104,51486,TRUCK,He drives his truck to work.,0,a large vehicle for moving heavy things,1,1,0,,,0,,貨物自動車,,0,noun,0,,1.0,"The Japanese term '貨物自動車' (kamotsu jidōsha) is a noun. It translates to ""truck"" or ""freight vehicle"" in English. All the components of this term contribute to its function as a noun.",
1105,51699,COMBINE,We combine exercise with good eating habits.,0,to bring things together,1,1,0,,,0,,組み合わせる,,0,verb,0,,1.0,"The Japanese word '組み合わせる' (kumiawaseru) is in the grammatical form of a verb. It is a compound verb that means ""to combine"" or ""to match."" The word is composed of '組み' (kumi), which means ""to assemble"" or ""to put together,"" and '合わせる' (awaseru), which means ""to match"" or ""to combine."" Therefore, it is indeed a verb.",
1106,51087,ELECTRICITY,A cord can send electricity into a computer.,0,a type of energy that powers devices,1,1,0,,,0,,電気,,0,noun,0,,1.0,"The Japanese word ""電気"" (denki) is primarily used as a noun, meaning ""electricity"" or ""electric light."" It is not typically used in other grammatical forms such as a verb or adjective.",
1107,43728,FINGER,Please give me your finger.,0,one of the five parts of the hand,1,1,0,,,0,,指,,0,noun,0,,1.0,"The Japanese word ""指"" (yubi) is primarily used as a noun, meaning ""finger."" It is not typically used in other grammatical forms such as verbs or adjectives.",
1108,25637,CHEMICAL,This chemical benefits the body in normal situations.,0,a substance affecting the body,1,1,0,,,0,,化学物質、化学薬品,,0,noun,0,,1.0,"Both of the Japanese words you listed, 化学物質 (kagaku busshitsu) and 化学薬品 (kagaku yakuhin), are in the grammatical form of nouns. 

- 化学物質 means ""chemical substance.""
- 化学薬品 means ""chemical drug"" or ""chemical product.""

Both terms are used to refer to tangible items or substances, fitting the noun category.",
1108,50518,CHEMICAL,"We believe that if love is a chemical reaction,...",0,relating to interaction of substances,1,1,0,,,0,,化学の、化学的な,,0,adjective,0,,1.0,"Both of the Japanese words you listed, '化学の' and '化学的な', are indeed in the grammatical form of adjectives, but they function slightly differently.

1. **化学の (kagaku no)**: This is a form of adjective known as a ""no-adjective"" or ""noun-adjective."" It uses the particle ""の"" to modify a noun, similar to how possessive or descriptive phrases work in English. For example, ""化学の本"" (kagaku no hon) means ""a book of chemistry"" or ""a chemistry book.""

2. **化学的な (kagaku-teki na)**: This is a ""na-adjective,"" which is a more direct adjective form. The ""的"" (teki) suffix is often used to turn nouns into adjectives that mean ""pertaining to"" or ""characteristic of."" For example, ""化学的な反応"" (kagaku-teki na hannou) means ""a chemical reaction.""

Both forms are used to describe or modify nouns, but they do so in slightly different grammatical ways.",
1109,51910,INCOME,"Let's say my income is 84,000 dollars.",0,the money that one earns,1,1,0,,,0,,収入,,0,noun,0,,1.0,"The Japanese word ""収入"" (shūnyū) is a noun, meaning ""income"" or ""revenue."" It is not used in any other grammatical form, such as a verb or adjective.",
1110,3666,LINK,...you need to link your YouTube account to an AdSense account.,0,to connect two or more things or people,1,1,0,,,0,,つなぐ,,0,verb,0,,1.0,"The Japanese word 'つなぐ' (tsunagu) is in the form of a verb. It means ""to connect"" or ""to link."" If you have any other words you'd like to check, feel free to list them!",
1110,43944,LINK,You draw lines to link information.,0,to show that two things are related,1,1,0,,,0,,関連づける,,0,verb,0,,1.0,"The Japanese word '関連づける' (kanrenzukeru) is indeed in the grammatical form of a verb. It means ""to relate"" or ""to associate."" The verb is in its dictionary form, which is the plain form used for verbs in Japanese.",
1110,40675,LINK,We have a link with them.,0,a relation,1,1,0,,,0,,関係,,0,noun,0,,1.0,"The Japanese word '関係' (kankei) is primarily used as a noun, meaning ""relationship"" or ""connection."" It can also function as a noun in compound words or phrases, such as '関係者' (kankeisha, meaning ""person concerned"" or ""related person""). However, it can be used in a broader grammatical context when combined with other words or particles, but its core form is a noun.",
1111,16041,CRAZY,"Well, that's crazy.",0,very silly or strange,1,1,0,,,0,,正気でない、突拍子もない,,0,adjective,0,,1.0,"Both of the Japanese phrases you provided are not in the form of a standard i-adjective or na-adjective, but they can function adjectivally in certain contexts.

1. **正気でない (shouki de nai)**: This phrase means ""not sane"" or ""insane."" It is a negative form of the noun 正気 (shouki), which means ""sanity."" The phrase uses the structure of a noun followed by でない, which is a way to negate nouns or na-adjectives in Japanese. While it functions adjectivally, it is not a standalone adjective.

2. **突拍子もない (toppyoushi mo nai)**: This phrase means ""outrageous"" or ""absurd."" It is an idiomatic expression and functions as an adjective in a sentence, but it is not a simple i-adjective or na-adjective. Instead, it's a fixed phrase that acts adjectivally.

In summary, while both expressions can be used to describe nouns, they are not in the simple grammatical form of standalone adjectives.",
1112,35837,CREATURE,The creature was small.,0,a living thing that is not a plant,1,1,0,,,0,,生き物,,0,noun,0,,1.0,"The Japanese word '生き物' (ikimono) is a noun. It means ""living thing"" or ""creature."" In this form, it is not used as a verb, adjective, or any other grammatical category.",
1113,39896,LADY,The boy is younger than the lady.,0,woman,1,1,0,,,0,,女性,,0,noun,0,,1.0,"The Japanese word ""女性"" (josei) is a noun, meaning ""woman"" or ""female."" It is not used in any other grammatical form.",
1114,42173,STRAIGHT,You can go straight to the lounge.,0,in a direct way,1,1,0,,,0,,まっすぐに,,0,adverb,0,,1.0,"The Japanese word ""まっすぐに"" (massugu ni) is indeed in the adverbial form. It is used to mean ""straight"" or ""directly"" and modifies verbs to describe the manner of an action. If you have other words you'd like to check, feel free to list them!",
1114,39162,STRAIGHT,My hair is straight.,0,free from curves or angles,1,1,0,,,0,,真っ直ぐな,"No. The word '真っ直ぐな' (massugu na) is more commonly used to describe something that is straight in terms of direction or alignment, like a straight road or a straight line. For hair, the more appropriate word would be 'まっすぐな' (massugu na) or 'ストレート' (sutorēto), which specifically refers to straight hair.",1,adjective,0,,1.0,"The Japanese word ""真っ直ぐな"" (massuguna) is indeed in the grammatical form of an adjective. In Japanese, adjectives can be categorized into two main types: ""い-adjectives"" and ""な-adjectives."" The word ""真っ直ぐな"" is a ""な-adjective,"" which is used to describe nouns. The ""な"" is attached to the noun it modifies, indicating that it functions as an adjective.",
1115,49584,MARRIAGE,...but the marriage ended in divorce in 1996.,0,the legal union between two people,1,1,0,,,0,,結婚,,0,noun,0,,1.0,"The Japanese word ""結婚"" (kekkon) is a noun, meaning ""marriage."" It is not in any other grammatical form.",
1116,41268,BILL,Why is my phone bill so big?,0,a list of goods or services bought,1,1,0,,,0,,請求書,,0,noun,0,,1.0,"The Japanese word '請求書' (seikyūsho) is in the grammatical form of a noun. It means ""invoice"" or ""bill.""",
1116,36846,BILL,"The bill will take effect on Saturday, December 9.",0,a draft of a law for consideration,1,1,0,,,0,,法案、議案,,0,noun,0,,1.0,"Both of the Japanese words you listed, '法案' (hōan) and '議案' (gian), are in the grammatical form of nouns. '法案' means ""bill"" or ""draft law,"" and '議案' means ""proposal"" or ""motion.""",
1117,42124,CONFIRM,May I confirm that?,0,to say that it was true,1,1,0,,,0,,確認する,,0,verb,0,,1.0,"The Japanese word ""確認する"" (kakunin suru) is in the grammatical form of a verb. It is a compound verb where ""確認"" (kakunin) means ""confirmation"" or ""verification,"" and ""する"" (suru) is the verb ""to do."" Together, ""確認する"" means ""to confirm"" or ""to verify.""",
1118,51763,OPERATE,You can also make words by changing how they operate.,0,to function or behave in a certain way,1,1,0,,,0,,動く、働く,"No. In this context, ""operate"" refers to the function or manner in which words work or are used. The Japanese words '動く' (ugoku) and '働く' (hataraku) typically mean ""to move"" and ""to work"" respectively, and are more commonly used for physical movement or labor. A more suitable translation for ""operate"" in this context might be '機能する' (kinou suru), which means ""to function"" or ""to operate"" in terms of how something works.",1,verb,0,,1.0,"Both of the Japanese words you listed, '動く' (ugoku) and '働く' (hataraku), are in the grammatical form of verbs. '動く' means ""to move,"" and '働く' means ""to work."" They are both in their dictionary form, which is the base form of a verb in Japanese.",
1118,47520,OPERATE,"They don't operate for profit, but retain surplus funds to build capital.",0,to control or manage something,1,1,0,,,0,,運営する、操作する、運転する,,0,verb,0,,1.0,"All three Japanese words you listed are in the form of verbs. Here's a brief explanation of each:

1. **運営する (un'ei suru)** - This is a verb meaning ""to manage"" or ""to operate."" It is a compound verb where ""運営"" (un'ei) is a noun meaning ""management"" or ""operation,"" and ""する"" (suru) is the verb ""to do.""

2. **操作する (sōsa suru)** - This is a verb meaning ""to operate"" or ""to manipulate."" Similar to the first, ""操作"" (sōsa) is a noun meaning ""operation"" or ""manipulation,"" and ""する"" (suru) is the verb ""to do.""

3. **運転する (unten suru)** - This is a verb meaning ""to drive"" or ""to operate (a machine)."" ""運転"" (unten) is a noun meaning ""driving"" or ""operation,"" and ""する"" (suru) is the verb ""to do.""

In Japanese, many verbs are formed by combining a noun with the verb ""する"" (suru), which means ""to do."" This structure is common for verbs that describe actions related to the noun.",
1119,38725,DAILY,My daily routine is always the same.,0,happening every day,1,1,0,,,0,,毎日の,"No. The word '毎日の' (mainichi no) is an adjective meaning 'daily' or 'everyday,' but it is typically used to modify a noun directly. In the context of the sentence 'My daily routine is always the same,' the word 'daily' is modifying 'routine,' so '毎日の' would be appropriate if used as '毎日のルーティン' (mainichi no rūtin) to mean 'daily routine.' However, '毎日の' by itself is not a complete translation for 'daily' in this context.",1,adjective,0,,1.0,"The Japanese phrase ""毎日の"" (mainichi no) is not an adjective by itself. Instead, it functions as a possessive or attributive phrase. ""毎日"" (mainichi) means ""every day,"" and the particle ""の"" (no) is used to connect nouns or to indicate possession. So, ""毎日の"" can be translated as ""of every day"" or ""daily,"" and it is used to modify a noun that follows it. For example, ""毎日の習慣"" (mainichi no shuukan) means ""daily habit."" In this context, ""毎日の"" is not an adjective but rather a noun phrase acting as a modifier.",
1120,50996,NECESSARY,Is this necessary?,0,being needed or required,0,"No, 'NECESSARY' is not a base form. It is an adjective that describes something that is needed or required. The base form of a word typically refers to its simplest form, often a verb or noun, without any inflections or derivations.",0,,,0,,必要な,,0,adjective,0,,1.0,"The Japanese word ""必要な"" (hitsuyou na) is indeed in the grammatical form of an adjective. Specifically, it is a na-adjective (形容動詞, keiyoudoushi) in Japanese. Na-adjectives are typically followed by ""な"" when they directly modify a noun. For example, in the phrase ""必要な情報"" (hitsuyou na jouhou), it means ""necessary information.""",
1121,47093,COAT,Then I'll put on my dress and a warm coat.,0,outer clothing that keeps you warm,1,1,0,,,0,,外套,,0,noun,0,,1.0,"The Japanese word ""外套"" (gaitō) is a noun, meaning ""coat"" or ""overcoat."" It is indeed in the grammatical form of a noun.",
1122,19508,SUSPECT,The suspected cause of death is being classified as unexplained...,1,to have doubts about someone or something,1,1,0,,,0,,疑う,"No. The word '疑う' (utagau) means 'to doubt' or 'to suspect' in the sense of having doubts about something or someone. However, in the context of ""the suspected cause of death,"" a more appropriate translation would be '疑われる' (utagawareru) or '推定される' (suitei sareru), which convey the idea of something being presumed or considered as a possible cause.",1,verb,1,"No. In the sentence, 'suspected' is used as an adjective. It describes the noun 'cause,' indicating that the cause of death is believed or assumed to be a certain way but is not yet confirmed.",1.0,"The Japanese word ""疑う"" (utagau) is indeed in the grammatical form of a verb. It means ""to doubt"" or ""to suspect."" If you have any other words you'd like to check, feel free to ask!",
1122,47742,SUSPECT,The suspect was tackled and shot with his own gun...,0,someone who may have committed a crime,1,1,0,,,0,,容疑者,,0,noun,0,,1.0,"The Japanese word ""容疑者"" (yōgisha) is a noun. It means ""suspect"" in English, referring to a person suspected of a crime. It does not appear in any other grammatical form, such as a verb or adjective.",
1123,49934,SPIRIT,...and develop a spirit of cooperation.,0,the mood of a person,1,1,0,,,0,,気分、態度、精神,"No. In the context of ""develop a spirit of cooperation,"" the most appropriate Japanese word would be ""精神"" (seishin), which refers to the mindset or attitude behind cooperation. ""気分"" (kibun) refers more to mood or feeling, and ""態度"" (taido) refers to attitude or behavior, which are not as fitting in this context.",1,noun,0,,1.0,"All three Japanese words listed—気分 (kibun), 態度 (taido), and 精神 (seishin)—are in the grammatical form of nouns. 

- 気分 (kibun) means ""mood"" or ""feeling.""
- 態度 (taido) means ""attitude"" or ""manner.""
- 精神 (seishin) means ""spirit"" or ""mind.""

Each of these words functions as a noun in Japanese.",
1123,72610,SPIRIT,His legs are weak but his spirit is not.,0,a person's strength or courage,1,1,0,,,0,,精神、魂,,0,noun,0,,1.0,"Both of the Japanese words you listed, 精神 (seishin) and 魂 (tamashii), are indeed nouns. 

- 精神 (seishin) typically means ""mind,"" ""spirit,"" or ""psyche.""
- 魂 (tamashii) means ""soul"" or ""spirit.""

These words are used as nouns in Japanese.",
1123,24790,SPIRIT,"""I am the Spirit of Christmas Present,"" said the spirit.",0,a person's soul,1,1,0,,,0,,魂、霊,,0,noun,0,,1.0,"Both of the Japanese words you listed, 魂 (tamashii) and 霊 (rei), are indeed nouns. They refer to concepts related to the soul or spirit. If you have any more questions about these words or their usage, feel free to ask!",
1124,97104,TALL,"Whitley is tall and has short, blond hair.",0,used to describe height,1,1,0,,,0,,(背、高さが)高い,,0,adjective,0,,1.0,"The Japanese words listed in your example, ""(背、高さが)高い,"" include ""高い,"" which is an adjective. In Japanese, ""高い"" (takai) is an i-adjective, meaning ""tall"" or ""high."" The words in parentheses, ""背"" (se) meaning ""height"" or ""stature,"" and ""高さ"" (takasa) meaning ""height,"" are nouns. Therefore, ""高い"" is the only adjective in the list, and it is in the correct grammatical form as an adjective.",
